2.084180755615234375e+02,4.056722717285156250e+02
2.627554655075073242e+00,6.088072657585144043e-01
4.144006347656250000e+02,6.258906722068786621e-01
2.223815460205078125e+02,5.062139129638671875e+01
4.065818405151367188e+01,1.056640319824218750e+02
5.274178695678710938e+01,1.123154907226562500e+02
3.539606094360351562e+01,1.360728454589843750e+02
4.245924377441406250e+01,1.499588165283203125e+02
1.783010101318359375e+02,1.458614807128906250e+02
1.783009948730468750e+02,1.458613433837890625e+02
2.740583896636962891e+00,1.553293151855468750e+02
1.004958724975585938e+02,1.560529327392578125e+02
4.848406982421875000e+01,1.602444000244140625e+02
1.908408927917480469e+01,1.652471923828125000e+02
5.939644622802734375e+01,1.677664337158203125e+02
8.753282928466796875e+01,1.674272003173828125e+02
7.088957214355468750e+01,1.786062316894531250e+02
2.773632621765136719e+01,1.809089050292968750e+02
1.052820892333984375e+02,1.795094909667968750e+02
1.653198699951171875e+02,1.833874969482421875e+02
7.918158721923828125e+01,1.949200592041015625e+02
2.648670654296875000e+02,1.942602996826171875e+02
4.143264770507812500e+02,2.026595611572265625e+02
3.677272796630859375e+01,2.042272796630859375e+02
8.609091186523437500e+01,2.039090881347656250e+02
1.434580383300781250e+02,2.127086791992187500e+02
2.868605136871337891e+00,2.230973205566406250e+02
3.623624877929687500e+02,2.233914642333984375e+02
7.618905639648437500e+01,2.273384552001953125e+02
4.085000000000000000e+02,2.355000000000000000e+02
2.711875677108764648e+00,2.447625885009765625e+02
1.299070739746093750e+02,2.458210449218750000e+02
1.750739898681640625e+02,2.461332550048828125e+02
7.113405609130859375e+01,2.499194183349609375e+02
4.142960815429687500e+02,2.521097564697265625e+02
1.014148101806640625e+02,2.605882873535156250e+02
1.407179260253906250e+02,2.556826782226562500e+02
5.312722778320312500e+01,2.593500366210937500e+02
6.487630462646484375e+01,2.606735534667968750e+02
3.494898986816406250e+02,2.608029785156250000e+02
3.793669433593750000e+02,2.626923828125000000e+02
1.228114471435546875e+02,2.655486145019531250e+02
1.922112426757812500e+02,2.664643859863281250e+02
1.659434318542480469e+01,2.664444580078125000e+02
5.521540069580078125e+01,2.664878234863281250e+02
1.251914901733398438e+02,2.744680786132812500e+02
5.917903518676757812e+01,2.707199401855468750e+02
1.487208862304687500e+02,2.723598022460937500e+02
1.336951351165771484e+01,2.766200866699218750e+02
1.798737030029296875e+02,2.783077697753906250e+02
1.563574676513671875e+02,2.814302673339843750e+02
2.028571319580078125e+01,2.804464721679687500e+02
2.912284545898437500e+02,2.853827209472656250e+02
2.372119331359863281e+01,2.869345092773437500e+02
2.705158710479736328e+00,2.946935424804687500e+02
2.885906219482421875e+01,2.987157592773437500e+02
1.745890350341796875e+02,3.010274047851562500e+02
4.004779357910156250e+02,3.053755798339843750e+02
1.782574310302734375e+02,3.135346679687500000e+02
7.298943328857421875e+01,3.177765197753906250e+02
1.900000000000000000e+02,3.180000000000000000e+02
1.954062194824218750e+02,3.217104492187500000e+02
3.965000000000000000e+02,3.190000000000000000e+02
4.085000000000000000e+02,3.195000000000000000e+02
2.692854404449462891e+00,3.225609436035156250e+02
1.224631042480468750e+02,3.268692321777343750e+02
3.391052551269531250e+02,3.284210510253906250e+02
6.779993438720703125e+01,3.326579589843750000e+02
3.640180358886718750e+02,3.281251525878906250e+02
4.518508529663085938e+01,3.362915954589843750e+02
1.455218505859375000e+02,3.535895385742187500e+02
2.701750755310058594e+00,3.564615173339843750e+02
5.833692169189453125e+01,3.575561218261718750e+02
9.672865867614746094e+00,3.555893859863281250e+02
2.296573486328125000e+02,3.594668579101562500e+02
2.438533973693847656e+01,3.616366577148437500e+02
6.335354995727539062e+01,3.622537841796875000e+02
2.852420654296875000e+02,3.624957580566406250e+02
3.290996551513671875e+01,3.737897338867187500e+02
2.370659942626953125e+02,3.706723632812500000e+02
1.900000000000000000e+01,3.700000000000000000e+02
